OSKMcMycOpen,BSGMcMycOpen,GETMcMycOpen,GETME_EScMycOpen,GETME_TScMycOpen,OSKMcMycClose,BSGMcMycClose,GETMcMycClose,GETME_EScMycClose,GETME_TScMycClose
Itga7,Rela,Ly6a,Mdc1,Lrrc8b,,,Rbmx2,Stx12,Slc35e2
Itga8,Rell1,Ly6e,Mdfic,Lrrc8c,,,Rbpj,Stx18,Slc35f1
Itga9,Repin1,Ly6g6e,Mdga1,Lrrc8d,,,Rcan1,Stx6,Slc35g1
Itgav,Reps1,Ly86,Mdh2,Lrrfip1,,,Rcan2,Stxbp5,Slc36a1
Itgb1,Rere,Ly9,Mdm4,Lrrfip2,,,Rcbtb2,Sub1,Slc36a4
Itgb3,Rest,Ly96,Mea1,Lrrk1,,,Rcl1,Suclg1,Slc37a1
Itgb3bp,Rev1,Lyar,Mecom,Lrrn4,,,Rcn1,Suclg2,Slc38a2
Itgb8,Rexo2,Lyn,Mecr,Lrrtm1,,,Rcor1,Suco,Slc38a4
Itm2a,Rexo4,Lypd6,Med13,Lrrtm3,,,Rcor2,Sulf1,Slc38a8
Itm2c,Rfc1,Lyrm4,Med13l,Lrwd1,,,Rdh14,Supt16,Slc39a10
Itpk1,Rfc5,Lyrm7,Med18,Lsm1,,,Reep1,Supt20,Slc39a8
Itpka,Rfng,Lyrm9,Med30,Lsm11,,,Reep3,Susd1,Slc41a2
Itpr1,Rftn1,Lysmd2,Med4,Lsm3,,,Rela,Suv420h1,Slc43a3
Itpr2,Rfx2,Lyst,Mef2a,Lsm4,,,Reln,Svil,Slc44a2
Itpr3,Rfx7,Mab21l2,Mef2c,Lss,,,Reps2,Syk,Slc4a1
Itprip,Rgcc,Macf1,Megf10,Lta4h,,,Rerg,Syndig1,Slc4a4
Itpripl1,Rgmb,Macrod1,Megf9,Ltb4r2,,,Ret,Syne1,Slc4a8
Itpripl2,Rgs2,Mad2l1,Meis1,Ltbp1,,,Rev1,Syne3,Slc5a11
Itsn1,Rhbdd2,Maea,Meis2,Ltbp2,,,Rfc4,Syngr1,Slc5a7
Itsn2,Rhbdf1,Maf,Mertk,Ltbp4,,,Rftn1,Synpo2,Slc7a11
Ivd,Rhbdf2,Magi2,Mesdc1,Ltbr,,,Rgag4,Sypl,Slc7a2
Jag1,Rheb,Mak16,Metap2,Ltc4s,,,Rgcc,Syt13,Slc7a6
Jag2,Rhno1,Malsu1,Metrnl,Luc7l,,,Rgl1,Sytl2,Slc7a6os
Jak1,Rhoa,Maml1,Mettl13,Lurap1l,,,Rgmb,Tacc3,Slc7a8
Jak2,Rhobtb3,Maml2,Mettl15,Ly9,,,Rgs1,Tacstd2,Slc8a1
Jak3,Rhof,Maml3,Mettl16,Lyar,,,Rgs17,Taf1b,Slc9a8
Jam3,Rhog,Man1c1,Mettl17,Lyn,,,Rgs2,Taf4b,Slc9a9
Jarid2,Rhoq,Man2a1,Mettl2,Lypla1,,,Rgs5,Tank,Slco2b1
Jazf1,Rif1,Manba,Mettl22,Lyplal1,,,Rgs7,Taok1,Slco3a1
Jdp2,Rimbp3,Manea,Mettl5,Lyrm4,,,Rgs8,Taok3,Slco5a1
Jmjd6,Rims1,Map10,Mettl8,Lyrm7,,,Rhbdf2,Tapt1,Slfn2
Jmjd8,Rims2,Map1lc3b,Mex3a,Lyrm9,,,Rhoh,Tbc1d1,Slit2
Jmy,Rin1,Map2,Mex3b,Lysmd2,,,Rhou,Tbc1d19,Slit3
Josd1,Rin3,Map2k6,Mex3d,Lyst,,,Rhov,Tbc1d20,Slitrk5
Josd2,Rinl,Map3k1,Mfap3,Lzic,,,Ric3,Tbc1d5,Smad1
Jph2,Riok2,Map3k13,Mfap3l,Mab21l1,,,Ric8b,Tbc1d9,Smad2
Jtb,Ripk2,Map3k14,Mfge8,Mab21l2,,,Rictor,Tbck,Smad7
Jun,Rmdn2,Map3k2,Mfhas1,Macrod1,,,Rin2,Tbkbp1,Smagp
Junb,Rmi1,Map3k5,Mfn1,Madd,,,Riok1,Tbx15,Smap2
Jup,Rmi2,Map3k6,Mfn2,Maf,,,Ripk2,Tbx18,Smarcb1
Kalrn,Rmnd5a,Map3k7,Mfsd1,Maff,,,Ripk4,Tbx2,Smim15
Kank1,Rmnd5b,Map3k7cl,Mfsd11,Mafk,,,Rmdn2,Tbx20,Smim20
Kank4,Rnaseh1,Map3k8,Mfsd12,Magi2,,,Rmnd5b,Tbxas1,Smoc2
Kansl1,Rnaseh2b,Map4,Mfsd2a,Magi3,,,Rnasel,Tcf7l2,Smpd1
Kansl3,Rnaseh2c,Map4k1,Mfsd5,Mak16,,,Rnd3,Tcn2,Smurf1
Kars,Rnd2,Map4k3,Mfsd6,Mamdc2,,,Rnf111,Tcof1,Smyd3
Kat7,Rnf103,Map4k4,Mgat1,Maml1,,,Rnf121,Tdrd7,Snap91
Kat8,Rnf11,Map6,Mgat2,Maml2,,,Rnf128,Tead1,Snapc4
Katnal1,Rnf111,Map7,Mgat4a,Man1a,,,Rnf130,Tec,Snapin
Kbtbd11,Rnf126,Map7d1,Mgat4b,Man1c1,,,Rnf14,Tecta,Snca
Kbtbd13,Rnf138,Mapk4,Mgll,Man2a1,,,Rnf144a,Tek,Snrk
Kbtbd8,Rnf139,Mapk6,Mgme1,Man2b2,,,Rnf144b,Tekt2,Snrnp48
Kcna1,Rnf146,Mapk7,Mical1,Manea,,,Rnf149,Tenm3,Sntb1
Kcna6,Rnf149,Mapkapk3,Mical2,Mansc1,,,Rnf150,Tenm4,Snx13
Kcnab2,Rnf157,Mapkapk5,Mical3,Map10,,,Rnf180,Tes,Snx18
Kcnb2,Rnf165,Mapkbp1,Micalcl,Map1lc3b,,,Rnf185,Tet1,Snx2
Kcnc3,Rnf2,Mar-01,Mif,Map1s,,,Rnf217,Tex15,Snx24
Kcng3,Rnf216,Mar-06,Minos1,Map2,,,Rnf24,Tex30,Snx31
Kcnj2,Rnf219,Mar-08,Mios,Map2k5,,,Rnls,Tex9,Snx32
Kcnj4,Rnf24,Marcks,Mipep,Map2k6,,,Robo1,Tfap2c,Snx4
Kcnk2,Rnf34,Marcksl1,Mipol1,Map3k1,,,Robo2,Tfcp2l1,Snx7
Kcnk6,Rnf38,Mark1,Mis18bp1,Map3k10,,,Rock2,Tfdp1,Soat1
Kcnn4,Rnf4,Mars,Mki67,Map3k13,,,Ror1,Tfec,Sobp
Kcns3,Rnf44,Mars2,Mkl1,Map3k14,,,Rora,Tfip11,Socs2
Kctd10,Rnf6,Marveld1,Mkl2,Map3k2,,,Rpap2,Tfpi,Socs5
Kctd11,Rnf7,Mast4,Mknk1,Map3k3,,,Rpap3,Tfpi2,Socs6
Kctd21,Rnpc3,Matn2,Mkrn1,Map3k5,,,Rpf2,Tg,Sod3
Kctd3,Rnpep,Mavs,Mlf1,Map3k6,,,Rpgrip1l,Tgfbr3,Sorbs1
Kctd5,Rnpepl1,Mb21d1,Mlh3,Map3k7,,,Rpia,Tgif1,Sorbs2
Kctd6,Rock1,Mbnl1,Mllt11,Map3k8,,,Rpl12,Thada,Sorcs1
Kctd9,Rock2,Mboat2,Mllt4,Map4,,,Rpl14,Thbs1,Sord
Kdelr1,Ror1,Mbp,Mllt6,Map4k1,,,Rpl3,Thnsl2,Sorl1
Kdelr2,Ror2,Mbtd1,Mmachc,Map4k3,,,Rpl31,Thsd1,Sort1
Kdelr3,Rp9,Mbtps2,Mmd,Map4k4,,,Rpl5,Thsd7a,Sostdc1
Kdm2b,Rpe,Mcat,Mme,Map6,,,Rplp1,Tiam1,Sowahb
Kdm5c,Rpf1,Mcc,Mmgt2,Map6d1,,,Rpp14,Ticam2,Sox2
Kdm6a,Rpf2,Mccc2,Mmp14,Map7,,,Rpp40,Tifa,Sox4
Kdr,Rpia,Mcf2l,Mmp16,Map7d1,,,Rps12,Timm21,Sox5
Khdrbs3,Rpl10a,Mcfd2,Mmp2,Mapk1,,,Rps13,Timm50,Sox6
Khnyn,Rpl11,Mcl1,Mmp23,Mapk6,,,Rps16,Timmdc1,Sox9
Kidins220,Rpl13,Mcoln1,Mms22l,Mapk7,,,Rps17,Timp3,Sp3
Kif11,Rpl17,Mcoln2,Mn1,Mapkapk2,,,Rps23,Tinagl1,Spata13
Kif13a,Rpl18a,Mcph1,Mnd1,Mapkapk3,,,Rps24,Tiparp,Spata18
Kif14,Rpl19,Mcrs1,Mnda,Mapkbp1,,,Rps29,Tk2,Spata21
Kif15,Rpl21,Mctp1,Mob1a,Mapre2,,,Rps6ka3,Tlcd2,Spata6
Kif18a,Rpl22,Mctp2,Mob3b,Mar-01,,,Rps6ka5,Tle1,Spats2l
Kif18b,Rpl22l1,Mdc1,Mocos,Mar-01,,,Rps6ka6,Tll1,Specc1
Kif1a,Rpl23,Mdfi,Mocs1,Mar-08,,,Rps6kl1,Tln2,Specc1l
Kif20a,Rpl28,Mdfic,Mogs,Marcks,,,Rps8,Tlr3,Spin1
Kif20b,Rpl3,Mdga1,Morc2a,Marcksl1,,,Rragc,Tlr4,Spink4
Kif21a,Rpl31,Mdh1,Morc3,Mars2,,,Rras2,Tm9sf4,Spock1
Kif21b,Rpl32,Mdh2,Morf4l2,Marveld1,,,Rrm2,Tma16,Spock3
Kif22,Rpl34,Mdm1,Moxd1,Mast2,,,Rrn3,Tmcc3,Spon1
Kif23,Rpl35,Mdm4,Mpdz,Mast4,,,Rrp1b,Tmed10,Spop
Kif24,Rpl35a,Mecom,Mphosph10,Matn2,,,Rsl1d1,Tmed8,Spp1
Kif26a,Rpl36,Mecr,Mpp3,Max,,,Rspo2,Tmeff2,Sppl3
Kif26b,Rpl36al,Med13,Mpp6,Maz,,,Rspo3,Tmem106a,Spred1
Kif2c,Rpl38,Med13l,Mpp7,Mb,,,Rsu1,Tmem107,Spry1
Kif3a,Rpl41,Med30,Mprip,Mb21d1,,,Rtkn2,Tmem108,Spry2
Kif3b,Rpl5,Mef2a,Mras,Mbnl1,,,Rtl1,Tmem109,Spsb1
Kif3c,Rpl6,Mef2c,Mrc1,Mbnl2,,,Rtn1,Tmem110,Sptbn1
Kif7,Rpl7,Megf10,Mre11a,Mboat1,,,Rtn4,Tmem131,Sptlc2
Kifc1,Rpl7a,Megf9,Mreg,Mbp,,,Rtn4ip1,Tmem158,Sqle
Kifc5b,Rpl8,Meis1,Mri1,Mbtd1,,,Rtn4rl2,Tmem165,Sqrdl
Kirrel3,Rpl9,Meis2,Mrpl1,Mbtps2,,,Rtp4,Tmem171,Srbd1
Kit,Rplp0,Melk,Mrpl12,Mcat,,,Rufy1,Tmem176a,Src
Kitl,Rplp2,Mesdc1,Mrpl14,Mcc,,,Rundc3b,Tmem176b,Srcin1
Klc1,Rpn1,Met,Mrpl15,Mccc2,,,Runx1,Tmem2,Srd5a3
Klf12,Rpp14,Mettl13,Mrpl16,Mcee,,,Runx1t1,Tmem200a,Srebf1
Klf2,Rpp25,Mettl15,Mrpl19,Mcfd2,,,Runx2,Tmem248,Srebf2
Klf4,Rpp38,Mettl16,Mrpl2,Mcm3ap,,,Rusc2,Tmem39a,Srgap1
Klf5,Rprm,Mettl22,Mrpl20,Mcm9,,,Ruvbl1,Tmem65,Srgap3
Klf6,Rps10,Mettl5,Mrpl21,Mcoln1,,,Ryk,Tmem69,Srpx
Klf7,Rps12,Mettl8,Mrpl22,Mcph1,,,Ryr2,Tmem74,Ss18
Klf8,Rps13,Mex3a,Mrpl23,Mctp1,,,Ryr3,Tmem97,Ssbp2
Klhdc8a,Rps14,Mex3b,Mrpl24,Mctp2,,,S1pr1,Tmem9b,Ssbp3
Klhdc8b,Rps15,Mex3d,Mrpl30,Mcts1,,,S1pr3,Tmprss2,Ssfa2
Klhl12,Rps16,Mfap3,Mrpl32,Mdfic,,,Sacs,Tmsb10,Ssh2
Klhl15,Rps17,Mfap3l,Mrpl34,Mdga1,,,Sall1,Tmsb4x,Sspn
Klhl18,Rps18,Mfge8,Mrpl35,Mdh2,,,Sall4,Tmtc2,Ssr3
Klhl2,Rps19,Mfhas1,Mrpl36,Mdm2,,,Samd4,Tnc,Sssca1
Klhl22,Rps19bp1,Mfsd1,Mrpl38,Mdm4,,,Samd5,Tnfaip3,St14
Klhl30,Rps2,Mfsd11,Mrpl39,Mdn1,,,Samd9l,Tnfaip8,St3gal1
Klhl42,Rps20,Mfsd12,Mrpl4,Mea1,,,Samhd1,Tnfrsf11a,St3gal5
Klrg2,Rps23,Mfsd2a,Mrpl42,Mecom,,,Sardh,Tnfrsf11b,St3gal6
Knop1,Rps25,Mfsd5,Mrpl44,Mecr,,,Sash1,Tnfrsf19,St5
Knstrn,Rps26,Mgat1,Mrpl45,Med13l,,,Sash3,Tnfrsf22,St6galnac3
Kntc1,Rps27a,Mgat2,Mrpl48,Med14,,,Scaf8,Tnfsf11,St7
Kpna2,Rps27l,Mgat4a,Mrpl50,Med18,,,Scap,Tnfsf15,St8sia1
Kpna6,Rps28,Mgat4b,Mrpl51,Med27,,,Scarb2,Tnfsf8,St8sia2
Kras,Rps3,Mgat5,Mrps15,Med30,,,Scarf2,Tnik,Stac
Krcc1,Rps3a1,Mgll,Mrps16,Med4,,,Scel,Tnip3,Stag3
Kremen1,Rps4x,Mgme1,Mrps2,Mef2a,,,Scmh1,Tnks1bp1,Stap1
Krt8,Rps6,Mgrn1,Mrps22,Mef2c,,,Scn7a,Tnrc6a,Stard10
Krt80,Rps6ka4,Mical2,Mrps23,Megf10,,,Scrn1,Tns1,Stard13
Krtcap2,Rps6kb1,Micalcl,Mrps24,Megf9,,,Scrn2,Tns3,Stard3nl
Ksr1,Rps8,Micall2,Mrps26,Meis1,,,Scube1,Tob1,Stard7
Ksr2,Rpsa,Micu1,Mrps28,Meis2,,,Sdc2,Tom1l1,Stat3
Kxd1,Rptor,Mien1,Mrps30,Mertk,,,Sdc3,Tomm20,Stau1
L2hgdh,Rqcd1,Mier1,Mrps31,Mesdc1,,,Sdc4,Tor3a,Stc1
L3mbtl2,Rragd,Mif,Mrps33,Mest,,,Sdcbp,Tox,Stc2
Lage3,Rras2,Mipep,Mrps34,Metap1d,,,Sdccag8,Tpbg,Steap3
Lair1,Rrbp1,Mipol1,Mrps35,Metap2,,,Sdk1,Tpcn2,Stim1
Lama1,Rrp15,Mis12,Mrps36,Metrnl,,,Sdk2,Tpd52,Stim2
Lama3,Rrs1,Mis18bp1,Mrps5,Mettl13,,,Sdpr,Tpd52l1,Stk10
Lama4,Rsbn1l,Mitf,Mrps9,Mettl15,,,Sec11a,Tpgs2,Stk17b
Lama5,Rsf1,Mki67,Mrto4,Mettl16,,,Sec11c,Tpm1,Stk24
Lamb1,Rsl24d1,Mkks,Mrvi1,Mettl18,,,Sec14l1,Tpx2,Stk35
Lamb2,Rsph3b,Mkl1,Ms4a6d,Mettl22,,,Sec31a,Trabd2b,Stk36
Lamc2,Rspo2,Mkl2,Msantd2,Mettl23,,,Sec61a1,Traf1,Stk38l
Lamp1,Rsrc1,Mlh3,Msh2,Mettl24,,,Sec61a2,Traf4,Stmn2
Lamp2,Rsrc2,Mllt11,Msh6,Mettl3,,,Sec62,Tram1,Strn
Lamtor1,Rtca,Mllt4,Msi2,Mettl5,,,Sel1l,Tram1l1,Stx12
Lancl1,Rtkn,Mllt6,Msln,Mettl8,,,Sel1l3,Tram2,Stx18
Lancl2,Rufy3,Mlxip,Msn,Mettl9,,,Selk,Trap1,Stx6
Lancl3,Runx1,Mmd,Msra,Mex3a,,,Selplg,Trappc10,Stxbp4
Lap3,Runx3,Mme,Msrb3,Mex3b,,,Sema3a,Trdmt1,Stxbp5
Laptm4a,Rusc2,Mmp11,Msto1,Mex3d,,,Sema3c,Trf,Sub1
Laptm4b,Ruvbl1,Mmp14,Msx1,Mfge8,,,Sema3d,Trhde,Suclg1
Large,Rxrb,Mmp15,Mt1,Mfhas1,,,Sema3e,Trib1,Sulf1
Larp1b,Ryk,Mmp16,Mta2,Mfn1,,,Sema4d,Trib2,Sult1e1
Lars,S100pbp,Mmp17,Mtbp,Mfsd1,,,Sema4g,Trim16,Sumo1
Lasp1,S1pr2,Mmp2,Mtch1,Mfsd11,,,Sema5a,Trim2,Supt16
Lat2,Sac3d1,Mmp23,Mtf1,Mfsd12,,,Sema5b,Trim29,Supt20
Lats1,Sae1,Mms22l,Mtf2,Mfsd2a,,,Sema6a,Trim37,Supt3
Lats2,Safb,Mn1,Mtfmt,Mfsd5,,,Sema6c,Trim44,Susd1
Lbh,Safb2,Mnd1,Mtfp1,Mfsd6,,,Sema6d,Trim8,Svep1
Lbr,Samd4,Mnda,Mtfr1l,Mgat1,,,Sep-15,Trio,Svil
Lck,Sap30,Mnt,Mtg1,Mgat4a,,,Sephs1,Trip11,Syk
Lclat1,Sarm1,Mob1a,Mthfd1,Mgat4b,,,Sepn1,Trip6,Syndig1
Lcmt1,Sart1,Mob1b,Mthfd1l,Mgat5,,,Sepp1,Trit1,Syne1
Ldha,Sart3,Mob3b,Mthfd2,Mgea5,,,Sep-10,Trmt5,Syngr1
Ldlr,Sash1,Mob3c,Mthfd2l,Mgll,,,Sep-11,Trove2,Synj2
Ldlrad3,Satb2,Mocs3,Mtmr10,Mgme1,,,Sep-02,Trpc6,Synpo
Ldlrad4,Sav1,Mogat2,Mtmr6,Mgmt,,,Sep-06,Tsc22d1,Synpr
Ldlrap1,Saysd1,Mogs,Mto1,Mgst3,,,Sep-07,Tsc22d2,Sypl
Lef1,Sbds,Morc2a,Mtpn,Mical1,,,Sep-08,Tshz2,Syt1
Lefty2,Sbf2,Morc3,Mtr,Mical2,,,Serbp1,Tshz3,Syt13
Lekr1,Sbk1,Morf4l1,Mtus1,Mical3,,,Serinc1,Tsku,Sytl2
Lemd1,Scaf4,Morf4l2,Mtx3,Micalcl,,,Serpina3n,Tspan11,Tacstd2
Lemd2,Scamp1,Mospd1,Mutyh,Midn,,,Serpinb1c,Tspan12,Taf1b
Leprot,Scap,Mospd3,Mvb12b,Mif,,,Serpinb2,Tspan14,Taf4b
Leprotl1,Scarb1,Moxd1,Mx1,Minos1,,,Serpinb8,Tspan2,Tank
Lfng,Scarb2,Mpdz,Mxd3,Minpp1,,,Serpinb9b,Tspan5,Taok3
Lgals1,Scarf2,Mpp6,Mxi1,Mipep,,,Serpine2,Tspan7,Tapt1
Lgals3,Scn5a,Mprip,Mxra8,Mipol1,,,Serpinh1,Tstd2,Tax1bp1
Lgals8,Scoc,Mpzl2,Myadm,Mis18bp1,,,Serpini1,Ttc12,Tbc1d1
Lgmn,Scrn2,Mras,Mybbp1a,Mitf,,,Sertad2,Ttc17,Tbc1d19
Lgr6,Scx,Mre11a,Mybl2,Mkl1,,,Sertad4,Ttc19,Tbc1d20
Lhfp,Scyl1,Mreg,Myc,Mkl2,,,Sestd1,Ttc27,Tbc1d5
Lhfpl2,Sdc1,Mrfap1,Mycbp,Mkrn1,,,Setbp1,Ttc28,Tbc1d9
Lhpp,Sdc3,Mrgpre,Mycn,Mlh3,,,Setd4,Ttc8,Tbc1d9b
Lhx6,Sdc4,Mri1,Myh10,Mllt11,,,Setd6,Ttll11,Tbck
Lhx9,Sdccag3,Mrpl10,Myh9,Mllt3,,,Setd7,Ttll7,Tbkbp1
Lif,Sdccag8,Mrpl11,Myl12a,Mllt4,,,Setdb1,Ttyh1,Tbl1x
Lig3,Sde2,Mrpl12,Myl7,Mllt6,,,Sfmbt1,Tubb2a,Tbx15
Lima1,Sec14l1,Mrpl13,Myl9,Mmachc,,,Sfmbt2,Tubd1,Tbx18
Limd2,Sec24a,Mrpl14,Mylip,Mmd,,,Sfrp4,Tube1,Tbx2
Lime1,Sec24b,Mrpl15,Mylk,Mme,,,Sfxn1,Tubg2,Tbx20
Lims2,Sec24c,Mrpl16,Myo10,Mmp14,,,Sfxn4,Tulp1,Tbxas1
Lingo2,Sec31a,Mrpl22,Myo16,Mmp15,,,Sgcd,Tusc3,Tcf12
Lingo3,Sec62,Mrpl23,Myo1b,Mmp16,,,Sgce,Txlnb,Tcf4
Lipg,Sec63,Mrpl30,Myo1c,Mmp2,,,Sgip1,Txnrd2,Tcf7l2
Lipo1,Secisbp2,Mrpl32,Myo1d,Mmp23,,,Sgk1,Tyk2,Tcn2
Llgl2,Seh1l,Mrpl34,Myo1g,Mms19,,,Sgk3,Uba7,Tdrd3
Lman1,Sema3c,Mrpl35,Myo5a,Mms22l,,,Sgpl1,Ubash3b,Tdrd7
Lman2,Sema4a,Mrpl36,Myo5b,Mn1,,,Sgsm1,Ube2cbp,Tead1
Lmbrd1,Sema4b,Mrpl38,Myo7a,Mnd1,,,Sh2b2,Ube2e3,Tec
Lmcd1,Sema4g,Mrpl39,Myo9a,Mnda,,,Sh2d4a,Ube2l3,Tecta
Lmf2,Sema5b,Mrpl4,Myo9b,Mob3b,,,Sh3bgrl3,Ube2r2,Tek
Lmna,Sema6a,Mrpl42,Myof,Mocos,,,Sh3bp4,Ube2t,Tekt2
Lmnb1,Sema7a,Mrpl44,Mypop,Mocs1,,,Sh3glb1,Ube2w,Tenm3
Lmnb2,Senp1,Mrpl45,Myrf,Mocs3,,,Sh3pxd2a,Ube3c,Tenm4
Lmo1,Senp5,Mrpl50,N4bp2,Mogs,,,Sh3pxd2b,Ube4b,Tes
Lmo2,Senp6,Mrpl51,N4bp3,Mon2,,,Sh3rf1,Ubl3,Tet1
Lmo4,Sephs1,Mrps15,Naa10,Morc2a,,,Sh3rf2,Ubr2,Tet2
Lmo7,Sepsecs,Mrps2,Naa16,Morf4l1,,,Sh3tc1,Ubr4,Tex10
Lmx1b,Sep-11,Mrps22,Naa20,Morf4l2,,,Sh3tc2,Ubtf,Tex15
Loh12cr1,Sep-02,Mrps23,Naa25,Moxd1,,,Shank2,Ubxn4,Tex30
Lox,Sep-03,Mrps24,Naa40,Mpc1,,,Shank3,Uchl1,Tex9
Loxl2,Sep-05,Mrps26,Naaa,Mpdu1,,,Shcbp1,Ugcg,Tfap2b
Loxl4,Sep-07,Mrps27,Nab1,Mpdz,,,Shisa2,Uggt1,Tfap2c
Lpar2,Sepw1,Mrps28,Nab2,Mphosph10,,,Shisa3,Ugp2,Tfcp2l1
Lpar5,Serbp1,Mrps30,Nabp1,Mpp3,,,Shisa6,Ugt1a7c,Tfdp1
Lpar6,Serf1,Mrps31,Naca,Mpp6,,,Shisa9,Uhrf1bp1l,Tfec
Lpcat1,Serinc5,Mrps34,Nacc1,Mpp7,,,Shq1,Umps,Tfpi2
Lpcat4,Serpine2,Mrps35,Nacc2,Mprip,,,Shroom2,Unc13c,Tg
Lpl,Serpinh1,Mrps5,Nagk,Mras,,,Shroom4,Unc5b,Tgfbr1
Lpp,Sertad2,Mrps9,Naglu,Mrc1,,,Siae,Unc5c,Tgfbr3
Lrch1,Sertad4,Mrto4,Nap1l1,Mrc2,,,Siglecg,Unc5d,Tgif1
Lrig3,Sesn1,Mrvi1,Napa,Mre11a,,,Sik1,Uqcrfs1,Tgs1
Lrp1,Set,Ms4a6c,Nars,Mreg,,,Sim2,Uri1,Thada
Lrp10,Setd1a,Ms4a6d,Nars2,Mri1,,,Sin3a,Uso1,Thbs1
Lrp11,Setd1b,Msantd2,Nasp,Mrpl1,,,Sipa1l1,Usp13,Thbs2
Lrp12,Setd2,Msh2,Nat10,Mrpl12,,,Sipa1l2,Usp24,Thbs4
Lrp2,Setd3,Msh6,Nat8l,Mrpl15,,,Six1,Usp3,Thnsl2
Lrp3,Setd5,Msi2,Nat9,Mrpl16,,,Ska1,Usp35,Thoc3
Lrp4,Setd6,Msln,Nav1,Mrpl19,,,Skap2,Usp43,Thrb
Lrp8,Setd7,Msr1,Nav2,Mrpl2,,,Skil,Usp44,Thsd1
Lrpprc,Setd8,Msra,Nav3,Mrpl20,,,Sla,Usp47,Thsd7a
Lrrc14,Setdb1,Msrb3,Nbea,Mrpl21,,,Slain1,Usp53,Thumpd2
Lrrc15,Setx,Msx3,Nbeal1,Mrpl22,,,Slc10a4,Usp6nl,Ticam2
Lrrc16b,Sf1,Mt2,Nbeal2,Mrpl23,,,Slc10a7,Ust,Tifa
Lrrc24,Sf3a1,Mta1,Ncald,Mrpl30,,,Slc11a2,Utp14b,Tigd2
Lrrc27,Sf3a3,Mtbp,Ncam1,Mrpl32,,,Slc12a3,Utp18,Timm21
Lrrc32,Sf3b1,Mtch1,Ncapg,Mrpl34,,,Slc12a6,Utp6,Timm50
Lrrc40,Sf3b2,Mtfmt,Ncaph,Mrpl35,,,Slc15a4,Utrn,Timmdc1
Lrrc42,Sf3b3,Mtfp1,Ncbp1,Mrpl36,,,Slc16a1,Uvrag,Timp3
Lrrc4c,Sft2d2,Mtfr1l,Ncf4,Mrpl38,,,Slc16a10,Vamp4,Tinagl1
Lrrc58,Sfxn2,Mtg1,Nckap1,Mrpl39,,,Slc16a6,Vangl1,Tiparp
Lrrc71,Sgsm2,Mthfd1,Nckipsd,Mrpl4,,,Slc16a7,Vash1,Tk2
Lrrc8a,Sh2b2,Mthfd1l,Ncl,Mrpl41,,,Slc16a9,Vav1,Tlcd2
Lrrc8c,Sh2b3,Mthfd2,Ncoa3,Mrpl42,,,Slc18a1,Vav3,Tle1
Lrrfip1,Sh3bgrl2,Mtmr1,Ncoa6,Mrpl44,,,Slc19a1,Vcl,Tlk2
Lrrk1,Sh3bp5,Mtmr10,Ncor2,Mrpl45,,,Slc19a3,Vegfc,Tll1
Lrrk2,Sh3gl1,Mtmr6,Ncs1,Mrpl48,,,Slc1a1,Vgll3,Tln2
Lrrn1,Sh3pxd2b,Mtmr9,Nde1,Mrpl50,,,Slc1a2,Vgll4,Tlr3
Lrrn3,Sh3rf1,Mto1,Ndel1,Mrpl51,,,Slc22a15,Vhl,Tlr4
Lrrn4,Sh3rf3,Mtor,Ndfip1,Mrpl52,,,Slc22a23,Vmp1,Tlr5
Lrwd1,Shf,Mtpn,Ndfip2,Mrps15,,,Slc22a4,Vopp1,Tmcc3
Lsm4,Shfm1,Mtss1,Ndrg2,Mrps16,,,Slc24a3,Vps13a,Tmed10
Lsm6,Shmt2,Mtus1,Ndrg3,Mrps2,,,Slc24a5,Vps13b,Tmed8
Lsm7,Shq1,Mtus2,Ndst3,Mrps22,,,Slc25a12,Vps13d,Tmeff2
Lsp1,Siah2,Mus81,Ndufa10,Mrps23,,,Slc25a13,Vps4a,Tmem106a
Ltbp1,Sigmar1,Mutyh,Ndufa12,Mrps24,,,Slc25a17,Vps8,Tmem107
Ltbp2,Sik1,Mvb12b,Ndufa13,Mrps26,,,Slc25a24,Vrk1,Tmem108
Ltbp3,Sik2,Mx1,Ndufa5,Mrps28,,,Slc25a25,Vstm2b,Tmem110
Ltbp4,Sil1,Mxi1,Ndufab1,Mrps30,,,Slc25a26,Vstm5,Tmem131
Ltbr,Simc1,Mxra8,Ndufaf2,Mrps31,,,Slc25a33,Vtcn1,Tmem135
Ltk,Sin3a,Mybl2,Ndufaf6,Mrps33,,,Slc25a51,Wars2,Tmem158
Lurap1l,Sipa1l2,Myc,Ndufb2,Mrps34,,,Slc26a7,Wbscr17,Tmem165
Luzp1,Sirt1,Myd88,Ndufb4,Mrps35,,,Slc27a3,Wdfy2,Tmem17
Ly96,Sirt5,Myh10,Ndufc2,Mrps5,,,Slc27a6,Wdfy3,Tmem170b
Lyar,Siva1,Myh9,Ndufs2,Mrps7,,,Slc28a3,Wdr1,Tmem171
Lyn,Six2,Myl12a,Ndufs3,Mrps9,,,Slc2a10,Wdr12,Tmem176a
Lypd1,Six4,Myl12b,Ndufs4,Mrto4,,,Slc2a12,Wdr3,Tmem176b
Lypd6,Skap2,Myl9,Ndufs6,Mrvi1,,,Slc2a13,Wdr35,Tmem18
Lypd6b,Ski,Mylip,Ndufv2,Ms4a6d,,,Slc2a3,Wdr37,Tmem2
