OSKMcMycOpen,BSGMcMycOpen,GETMcMycOpen,GETME_EScMycOpen,GETME_TScMycOpen,OSKMcMycClose,BSGMcMycClose,GETMcMycClose,GETME_EScMycClose,GETME_TScMycClose
Hcfc2,Plec,Irf8,Kif1c,Ippk,,,Phc1,Samd5,Ranbp10
Hcn1,Plekha1,Irf9,Kif21a,Iqce,,,Phc2,Samd8,Ranbp17
Hcn2,Plekha7,Irgm1,Kif21b,Iqgap1,,,Phc3,Samhd1,Rap1b
Hcn3,Plekhf2,Irs1,Kif23,Iqsec1,,,Phf11b,Sardh,Rap1gap
Hdac7,Plekhg2,Irx1,Kif26a,Irak1bp1,,,Phf13,Sash1,Rap1gap2
Hddc2,Plekhg3,Irx2,Kif26b,Irak3,,,Phf2,Satb2,Rap1gds1
Hdgf,Plekhg5,Isg15,Kif27,Irak4,,,Phf20l1,Scaf11,Rap2a
Hdgfrp2,Plekhh1,Isg20l2,Kif2a,Irf1,,,Phf8,Scd1,Rapgef2
Hdgfrp3,Plk2,Isl1,Kif2c,Irf2,,,Phlda1,Scd3,Rapgef5
Hdlbp,Plk3,Ism1,Kif3b,Irf2bp1,,,Phldb2,Scel,Raph1
Heatr5a,Plscr3,Ism2,Kif3c,Irf2bp2,,,Phlpp1,Scg2,Rasa1
Hebp1,Plvap,Isyna1,Kif5c,Irf2bpl,,,Phlpp2,Scmh1,Rasgef1c
Hectd2,Plxnb2,Itch,Kif6,Irf5,,,Phyhipl,Scrn1,Rasgrp3
Hectd3,Plxnd1,Itga4,Kifc1,Irf9,,,Pi15,Scrn2,Rasl10a
Hecw2,Pm20d2,Itga5,Kifc3,Irgm1,,,Picalm,Scube1,Rasl10b
Helb,Pmepa1,Itga6,Kifc5b,Irs1,,,Pick1,Sdc2,Rasl11b
Hells,Pml,Itgav,Kirrel,Irs2,,,Pid1,Sdc3,Rassf2
Herc1,Pmm1,Itgb1,Kirrel3,Irx1,,,Piezo2,Sdc4,Rassf6
Herc2,Pmm2,Itgb1bp1,Kitl,Irx2,,,Pigc,Sdccag8,Rassf9
Herpud2,Pnn,Itgbl1,Klc1,Isg15,,,Pigk,Sdk1,Raver2
Hes1,Pno1,Itih5,Klf12,Isg20,,,Pigp,Sdpr,Rbbp7
Hes6,Pnpla2,Itm2b,Klf15,Isl1,,,Pik3ap1,Sdr39u1,Rbbp8
Hexa,Pnpla3,Itpk1,Klf3,Ism1,,,Pik3c2a,Sec11c,Rbfox2
Hexb,Pnpla8,Itpka,Klf4,Isyna1,,,Pik3c3,Sec14l1,Rbm20
Hexim1,Pnrc2,Itpr2,Klf5,Itch,,,Pik3cb,Sec22b,Rbms1
Hfe2,Podxl,Itpr3,Klf6,Itfg3,,,Pik3cg,Sec23a,Rbmx2
Hgs,Pofut1,Itprip,Klf7,Itga11,,,Pik3r1,Sec31a,Rbpj
Hgsnat,Pogk,Itpripl1,Klhdc10,Itga4,,,Pik3r5,Sec61a1,Rcan2
Hhat,Poglut1,Itpripl2,Klhdc2,Itga6,,,Pip4k2a,Sec61a2,Rcbtb2
Hhipl1,Pola2,Itsn1,Klhdc4,Itga8,,,Pitpna,Sel1l,Rcl1
Hiatl1,Pold2,Itsn2,Klhdc8a,Itgb1,,,Pitpnc1,Sele,Rcn1
Hic1,Poldip3,Ivl,Klhl18,Itgb3,,,Pitpnm1,Selk,Rcor1
Hic2,Polg,Ivns1abp,Klhl22,Itgbl1,,,Pitpnm3,Selplg,Rcor2
Hid1,Polg2,Jag1,Klhl25,Itpa,,,Pitx2,Sema3a,Rcsd1
Hif3a,Polr1a,Jag2,Klhl29,Itpk1,,,Pja2,Sema3c,Rdh11
Hilpda,Polr1d,Jak1,Klhl9,Itpka,,,Pkd2l2,Sema3d,Reep3
Hint1,Polr2d,Jak2,Klrg2,Itpkc,,,Pkdcc,Sema3e,Rell1
Hint2,Polr2j,Jam2,Kntc1,Itpr3,,,Pkhd1l1,Sema4d,Rere
Hip1,Polr2m,Jam3,Kpna2,Itprip,,,Pkib,Sema5a,Rerg
Hipk3,Polr3a,Jarid2,Kpna6,Itpripl1,,,Pknox1,Sema5b,Rev1
Hira,Polr3c,Jazf1,Krcc1,Itpripl2,,,Pkp2,Sema6a,Rfc4
Hirip3,Polr3e,Jdp2,Kremen1,Itsn1,,,Pkp3,Sema6c,Rftn1
Hist1h1b,Polr3g,Josd1,Krr1,Ivl,,,Pkp4,Sema6d,Rfx3
Hist1h1d,Pom121,Jph2,Kxd1,Ivns1abp,,,Pla1a,Sep-15,Rfx7
Hist1h1e,Pomp,Jph4,L2hgdh,Jag1,,,Pla2g4a,Sephs1,Rgag4
Hist1h2ab,Pomt1,Jtb,L3hypdh,Jag2,,,Pla2g7,Sephs2,Rgcc
Hist1h2ae,Pop7,Jun,Lactb,Jak1,,,Pla2r1,Sepp1,Rgl1
Hist1h2af,Por,Junb,Lag3,Jak2,,,Plac1,Sep-10,Rgma
Hist1h2ag,Pou2f1,Kalrn,Lama2,Jarid2,,,Plau,Sep-05,Rgmb
Hist1h2ah,Pou3f2,Kank1,Lama5,Jazf1,,,Plbd1,Sep-07,Rgs1
Hist1h2bc,Ppan,Kank4,Lamb1,Jdp2,,,Plcb1,Sep-08,Rgs2
Hist1h2be,Ppargc1b,Kansl1,Lamc1,Jmjd4,,,Plcb4,Serbp1,Rgs5
Hist1h2bg,Ppcdc,Kansl1l,Lamc2,Josd1,,,Plcd1,Serinc1,Rgs7bp
Hist1h2bh,Ppdpf,Kars,Lamp1,Jtb,,,Plce1,Serpinb2,Rgs8
Hist1h2bk,Ppfia3,Kat2a,Lamp2,Jun,,,Plcg2,Serpinb8,Rhbdf2
Hist1h2bp,Ppfibp1,Kat6b,Lamtor1,Junb,,,Plch1,Serpinf1,Rhebl1
Hist1h3a,Ppia,Katnal1,Lap3,Kalrn,,,Plcl1,Serpinh1,Rhobtb3
Hist1h3c,Ppib,Kbtbd11,Laptm4a,Kank1,,,Pld1,Sertad2,Rhoj
Hist1h3d,Ppic,Kcna1,Laptm4b,Kansl1,,,Plek2,Sertad4,Rhou
Hist1h3f,Ppid,Kcna3,Laptm5,Kansl1l,,,Plekha1,Sestd1,Rhov
Hist1h3g,Ppif,Kcnab1,Large,Kars,,,Plekha6,Setbp1,Ric8b
Hist1h3i,Ppig,Kcnb2,Larp1b,Kat6a,,,Plekhb1,Setd6,Rimkla
Hist1h4a,Ppm1a,Kcnc3,Larp4,Kat6b,,,Plekhb2,Setd7,Rin2
Hist1h4b,Ppm1b,Kcng1,Larp7,Katnal1,,,Plekhg1,Setdb1,Rin3
Hist1h4f,Ppm1f,Kcnh2,Lars,Kbtbd11,,,Plekhg3,Sfmbt2,Ripk2
Hist1h4h,Ppm1l,Kcnj15,Lasp1,Kbtbd8,,,Plekhh1,Sfxn1,Ripk4
Hist1h4j,Ppp1ca,Kcnj2,Lats1,Kcna3,,,Plekhm3,Sgcd,Rln3
Hist1h4k,Ppp1r14b,Kcnj4,Lats2,Kcnab1,,,Plekho1,Sgce,Rmnd5b
Hist2h2bb,Ppp1r15b,Kcnk1,Lbh,Kcnb2,,,Plk2,Sgip1,Rnd3
Hist3h2a,Ppp1r8,Kcnk13,Lclat1,Kcnc3,,,Plk4,Sgms1,Rnf111
Hivep2,Ppp1r9a,Kcnk2,Lcmt1,Kcnf1,,,Plod2,Sgpl1,Rnf121
Hivep3,Ppp1r9b,Kcnk6,Lcor,Kcng1,,,Pls1,Sgpp2,Rnf144a
Hk2,Ppp2ca,Kcnq4,Ldha,Kcnh6,,,Plscr1,Sgsm1,Rnf144b
Hlcs,Ppp2cb,Kcns3,Ldhb,Kcnj15,,,Plscr2,Sh2b2,Rnf169
Hlf,Ppp2r5a,Kcnt2,Ldlr,Kcnj2,,,Plxdc2,Sh3bp4,Rnf217
Hlx,Ppp2r5c,Kctd1,Ldlrad4,Kcnj4,,,Plxna1,Sh3d19,Rnf24
Hmbs,Ppp3ca,Kctd10,Ldlrap1,Kcnk1,,,Plxna2,Sh3gl2,Rnls
Hmcn1,Ppp3cc,Kctd11,Ldoc1l,Kcnk13,,,Plxna4,Sh3kbp1,Robo1
Hmga2,Ppp3r1,Kctd13,Lef1,Kcnk2,,,Plxnc1,Sh3pxd2a,Robo2
Hmgb1,Ppp4c,Kctd20,Leprotl1,Kcnk6,,,Pm20d2,Sh3rf1,Ror1
Hmgb2,Ppp4r1,Kctd21,Letm1,Kctd10,,,Pml,Sh3rf2,Rpap2
Hmgb3,Ppp4r2,Kctd5,Lfng,Kctd11,,,Pmp22,Shank2,Rpap3
Hmgcll1,Ppp6r3,Kdelc1,Lgals3,Kctd12b,,,Poc1a,Shb,Rpf2
Hmgn2,Pprc1,Kdelc2,Lgals8,Kctd13,,,Poc1b,Shisa3,Rpgrip1l
Hmgn3,Prdm10,Kdelr2,Lgr5,Kctd20,,,Pofut1,Shisa9,Rpia
Hmgn5,Prdm16,Kdelr3,Lhfp,Kctd21,,,Pofut2,Shq1,Rpl11
Hmgxb4,Prdm2,Kdm2a,Lhfpl2,Kdelc1,,,Pola2,Shroom2,Rpl12
Hmmr,Prdm4,Kdm2b,Lhpp,Kdelc2,,,Polg,Shroom3,Rpl14
Hmox1,Prdx2,Kdm6b,Lhx2,Kdelr1,,,Poli,Sik1,Rpl39
Hnrnpa2b1,Prdx3,Kdr,Lhx5,Kdelr2,,,Polk,Sik2,Rpl5
Hnrnpa3,Prdx6,Khdrbs3,Lhx6,Kdelr3,,,Polr3b,Sik3,Rpl7l1
Hnrnpab,Prep,Kidins220,Lhx9,Kdm2a,,,Popdc3,Sipa1,Rpl8
Hnrnpd,Prex1,Kif11,Lig1,Kdm3b,,,Por,Sipa1l2,Rplp1
Hnrnpl,Prex2,Kif13b,Lig3,Kdm5a,,,Postn,Sipa1l3,Rpp25
Hnrnpr,Prkaa2,Kif14,Limch1,Kdr,,,Pot1a,Skap2,Rpp40
Hnrnpul1,Prkab1,Kif1b,Lims1,Keap1,,,Pou2f1,Skil,Rps12
Homer1,Prkab2,Kif21a,Lingo1,Khdrbs3,,,Ppap2a,Sla,Rps15a
Homer2,Prkag2,Kif23,Lingo2,Kidins220,,,Ppap2b,Sla2,Rps16
Homer3,Prkar2a,Kif26a,Lingo3,Kif11,,,Ppargc1b,Slain1,Rps17
Homez,Prkar2b,Kif26b,Lins,Kif13b,,,Ppfia1,Slamf9,Rps27l
Hook1,Prkca,Kif27,Lipa,Kif14,,,Ppfibp1,Slc12a3,Rps29
Hook3,Prkcd,Kif2c,Lipg,Kif16b,,,Ppic,Slc12a7,Rps3a1
Hopx,Prkce,Kif3b,Litaf,Kif1b,,,Ppid,Slc14a1,Rps6ka3
Hoxa9,Prkci,Kif3c,Lman1,Kif1c,,,Ppie,Slc15a4,Rps6ka5
Hoxb2,Prmt6,Kif5b,Lman2,Kif21a,,,Ppl,Slc16a1,Rps6ka6
Hoxb4,Proser1,Kif6,Lman2l,Kif21b,,,Ppm1d,Slc16a7,Rps6kc1
Hoxb5,Prpf38b,Kifap3,Lmbrd1,Kif23,,,Ppm1h,Slc19a1,Rps6kl1
Hoxb6,Prpf39,Kifc1,Lmcd1,Kif26a,,,Ppm1l,Slc1a1,Rragc
Hoxb9,Prpf40a,Kifc5b,Lmna,Kif26b,,,Ppme1,Slc20a1,Rras2
Hoxc10,Prpf4b,Kirrel,Lmnb1,Kif2c,,,Ppp1r12a,Slc22a15,Rreb1
Hoxc6,Prpsap1,Kirrel3,Lmnb2,Kif3c,,,Ppp1r15b,Slc22a23,Rrm1
Hoxc9,Prr12,Kiss1r,Lmo1,Kifc1,,,Ppp1r16b,Slc24a3,Rrm2
Hoxd11,Prr14l,Kitl,Lmo4,Kifc3,,,Ppp1r3b,Slc24a5,Rrm2b
Hoxd13,Prr5,Klc1,Lmtk3,Kifc5b,,,Ppp1r3c,Slc25a12,Rrn3
Hpcal1,Prr5l,Klf12,Lnpep,Kirrel,,,Ppp2r2b,Slc25a13,Rrp1
Hpdl,Prrc1,Klf15,Lnx2,Kirrel3,,,Ppp2r2c,Slc25a17,Rrp15
Hps5,Prrc2a,Klf3,Lonp1,Kitl,,,Ppp2r3a,Slc25a24,Rrp1b
Hpse,Prrc2b,Klf4,Loxl1,Klc1,,,Ppp2r5a,Slc25a26,Rrs1
Hrh1,Prrc2c,Klf5,Loxl4,Klc2,,,Ppp3ca,Slc25a3,Rsg1
Hs1bp3,Prrg4,Klf6,Lpar1,Klf10,,,Ppp3cc,Slc25a33,Rspo2
Hs2st1,Psen1,Klf7,Lpar2,Klf12,,,Ppp3r1,Slc25a4,Rspo3
Hs3st1,Psip1,Klhdc10,Lpar4,Klf13,,,Ppp4r1,Slc25a51,Rtkn2
Hs3st3b1,Psma1,Klhdc8a,Lpar5,Klf15,,,Ppp6r1,Slc27a6,Rtn1
Hs3st5,Psma2,Klhl11,Lpar6,Klf3,,,Ppt1,Slc28a3,Rtn4
Hsbp1,Psma3,Klhl12,Lpcat1,Klf4,,,Prdm1,Slc2a13,Rtn4ip1
Hsd11b2,Psma4,Klhl18,Lpcat3,Klf5,,,Prdm2,Slc2a9,Rtp4
Hsd17b10,Psmb2,Klhl2,Lpcat4,Klf6,,,Prex2,Slc30a7,Rufy1
Hsd17b7,Psmb3,Klhl22,Lpgat1,Klf7,,,Prickle2,Slc31a2,Runx1
Hsf4,Psmb4,Klhl6,Lpin2,Klhdc1,,,Prim2,Slc35a5,Runx1t1
Hsp90ab1,Psmc2,Klhl8,Lpl,Klhdc10,,,Prkab2,Slc35b3,Runx2
Hspa12b,Psmd11,Klhl9,Lpp,Klhdc2,,,Prkacb,Slc35e2,Runx3
Hspa13,Psmd12,Klrg2,Lpxn,Klhdc4,,,Prkca,Slc35f1,Rusc2
Hspa14,Psmd14,Kpna2,Lrch1,Klhl17,,,Prkcb,Slc35f5,Ruvbl1
Hspa1b,Psmd3,Kras,Lrig1,Klhl18,,,Prkcdbp,Slc35g1,Rwdd1
Hspa5,Psmd5,Krcc1,Lrig3,Klhl30,,,Prkd1,Slc36a1,Rwdd3
Hspb1,Psmd7,Krt15,Lrp1,Klhl42,,,Prkd3,Slc37a1,Rxra
Hspb11,Psme3,Krt18,Lrp10,Klhl7,,,Prkdc,Slc38a1,Ryr3
Hspb7,Psmf1,Krt7,Lrp11,Klhl8,,,Prkg1,Slc38a2,S1pr1
Hspb8,Psmg1,Kxd1,Lrp12,Klhl9,,,Prkg2,Slc38a4,S1pr3
Hspbap1,Psmg2,L2hgdh,Lrp2,Klrg2,,,Prkx,Slc39a10,Saal1
Hspd1,Psmg4,L3hypdh,Lrp3,Knop1,,,Prl2a1,Slc39a11,Sall4
Hspe1,Ptar1,L3mbtl2,Lrp4,Kpna2,,,Prl7a1,Slc39a2,Samd12
Hspg2,Ptcd2,Lad1,Lrp6,Kpna6,,,Prl7d1,Slc39a8,Samd4
Htr1b,Ptdss2,Lair1,Lrpap1,Kras,,,Prmt7,Slc41a2,Samd5
Htr2a,Pten,Lama1,Lrrc1,Krcc1,,,Prokr1,Slc43a3,Samhd1
Htra1,Pter,Lama2,Lrrc16a,Kremen1,,,Prpf19,Slc44a2,Sardh
Hunk,Ptger4,Lama3,Lrrc17,Krr1,,,Prps2,Slc4a1,Sash1
Hus1,Ptk2,Lama5,Lrrc2,Krt80,,,Prpsap1,Slc4a4,Sbf2
Huwe1,Ptp4a1,Lamb1,Lrrc20,Ktn1,,,Prr15,Slc4a8,Sbk1
Hyal2,Ptp4a3,Lamc2,Lrrc27,L2hgdh,,,Prrg4,Slc5a11,Scara3
Hyls1,Ptpdc1,Lamp1,Lrrc28,L3hypdh,,,Prss23,Slc5a7,Scel
Hyou1,Ptpn11,Lamtor1,Lrrc32,L3mbtl3,,,Prss35,Slc7a11,Scmh1
Hypk,Ptpn14,Lamtor4,Lrrc3b,Lactb,,,Prss41,Slc7a2,Scn7a
Iars,Ptpn23,Lancl1,Lrrc4,Lactb2,,,Prtg,Slc7a6,Scrn1
Iars2,Ptpn9,Lancl2,Lrrc40,Lama2,,,Prune2,Slc7a6os,Scrn2
Ica1,Ptprd,Lap3,Lrrc41,Lama5,,,Psap,Slc7a8,Scube1
Ica1l,Ptprf,Laptm4a,Lrrc42,Lamb1,,,Psat1,Slc8a1,Sdc1
Icmt,Ptprg,Laptm4b,Lrrc4c,Lamc1,,,Psd3,Slc9a9,Sdc2
Ict1,Ptprm,Laptm5,Lrrc58,Lamc2,,,Psip1,Slco2b1,Sdc3
Id1,Ptprs,Large,Lrrc59,Lamp1,,,Psmb7,Slco3a1,Sdc4
Id2,Ptrh2,Las1l,Lrrc7,Lamp2,,,Psmg1,Slco5a1,Sdccag8
Id3,Pts,Lats1,Lrrc8a,Lamtor1,,,Psmg3,Slfn2,Sdk1
Id4,Pum1,Lats2,Lrrc8b,Lamtor2,,,Psmg4,Slit2,Sdk2
Idh2,Pus1,Lbh,Lrrc8c,Lancl2,,,Pstpip1,Slit3,Sdpr
Idh3a,Pusl1,Lclat1,Lrrc8d,Lap3,,,Ptafr,Slitrk5,Sdr39u1
Idh3b,Pvrl1,Lcmt1,Lrrfip1,Laptm4a,,,Ptbp2,Slx4,Sec11c
Idh3g,Pvrl2,Lcor,Lrrfip2,Laptm4b,,,Ptbp3,Smad2,Sec14l1
Idua,Pvrl3,Ldha,Lrrk1,Laptm5,,,Ptch1,Smad7,Sec31a
Ier2,Pwwp2b,Ldlrad4,Lrrn4,Large,,,Ptch2,Smap1,Sec61a1
Ier3,Pxdn,Ldlrap1,Lrrtm1,Larp1b,,,Ptchd4,Smap2,Sec61a2
Ier5,Pxn,Ldoc1l,Lrwd1,Larp4,,,Ptger3,Smco4,Sel1l
Ier5l,Pycr1,Lemd2,Lsm11,Lars,,,Ptger4,Smim11,Selk
Iffo2,Pyurf,Leng1,Lsm3,Lats1,,,Ptgr1,Smim15,Selplg
Ifit2,Qdpr,Leprotl1,Lsm4,Lats2,,,Ptgs2,Smpd1,Sema3a
Ifitm2,Qrich1,Lfng,Ltb4r2,Lbh,,,Pthlh,Smurf1,Sema3c
Ifnar1,Qser1,Lgals3,Ltbp1,Lbr,,,Ptk2b,Smyd3,Sema3d
Ifnar2,R3hdm1,Lgals8,Ltbp2,Lclat1,,,Ptma,Snapin,Sema3e
Ifngr1,Rab1,Lgr4,Ltbp3,Lcmt1,,,Ptn,Snca,Sema4b
Ifngr2,Rab11fip2,Lgr5,Ltbp4,Lcor,,,Ptpn12,Snrk,Sema5a
Ifrd2,Rab11fip3,Lhfp,Ltbr,Ldha,,,Ptpn13,Sntb1,Sema5b
Ift140,Rab11fip5,Lhfpl2,Ltc4s,Ldhb,,,Ptpn21,Sntb2,Sema6c
Ift20,Rab14,Lhpp,Lurap1l,Ldlr,,,Ptpn22,Snx13,Sema6d
Ift52,Rab18,Lhx2,Luzp2,Ldlrad4,,,Ptpn3,Snx18,Sep-15
Igbp1,Rab23,Lhx9,Ly75,Ldlrap1,,,Ptpra,Snx2,Sephs1
Igf1,Rab2a,Lig1,Ly9,Ldoc1l,,,Ptprb,Snx24,Sephs2
Igf2,Rab31,Lig3,Lyar,Lemd2,,,Ptprc,Snx32,Sepp1
Igf2r,Rab34,Lima1,Lyn,Leo1,,,Ptprd,Snx4,Sep-05
Igfbp2,Rab35,Limd1,Lypla1,Leprotl1,,,Ptpre,Snx7,Sep-08
Igfbp4,Rab3il1,Limk1,Lyrm2,Lfng,,,Ptprf,Soat1,Serbp1
Igfbp5,Rab3ip,Lims1,Lyrm4,Lgals1,,,Ptprg,Socs2,Serpinb1a
Igsf11,Rab40c,Lims2,Lyrm7,Lgals3,,,Ptprk,Socs5,Serpinb1c
Igsf3,Rab4a,Lingo1,Lyrm9,Lgals8,,,Ptprm,Socs6,Serpinb2
Igsf8,Rab6a,Lingo2,Lysmd2,Lgr4,,,Ptpro,Sod3,Serpinb8
Igsf9,Rab7,Lingo3,Lyst,Lgr5,,,Ptprq,Sohlh2,Serpinf1
Igsf9b,Rab8a,Lins,Mab21l2,Lhfp,,,Ptpru,Sorbs1,Serpinh1
Ikbip,Rabep1,Lipe,Macrod1,Lhfpl2,,,Ptprz1,Sorbs2,Sertad2
Ikbkb,Rabep2,Lipg,Madd,Lhpp,,,Pttg1,Sorcs1,Sertad4
Ikzf1,Rabgef1,Lman1,Maf,Lhx2,,,Pttg1ip,Sord,Sestd1
Ikzf2,Rabggta,Lman2,Magi2,Lhx5,,,Ptx3,Sorl1,Setbp1
Il10rb,Rabggtb,Lmbrd1,Mak16,Lhx6,,,Pus7l,Sort1,Setd4
Il11,Rabif,Lmcd1,Malsu1,Lhx9,,,Pvrl1,Sowahb,Setd6
Il17d,Rad23a,Lmnb1,Maml1,Lifr,,,Pvrl3,Sox11,Setd7
Il1rap,Rad23b,Lmnb2,Maml2,Lig3,,,Pxdc1,Sox4,Sfmbt2
Il1rl2,Rad50,Lmo1,Maml3,Lima1,,,Pxdn,Sox5,Sfrp1
Il27ra,Rad9a,Lmo4,Man1a,Limd1,,,Pygl,Sox6,Sfxn1
Il34,Rae1,Lmo7,Man1c1,Limk1,,,Pyhin1,Sox9,Sgcd
Il4ra,Rai1,Lonrf2,Man2a1,Limk2,,,Pyroxd2,Spata24,Sgce
Il6ra,Rai14,Lonrf3,Man2b2,Lims1,,,Qk,Spata6,Sgip1
Il6st,Rala,Lox,Manea,Lin28b,,,Qpct,Spats2l,Sgms1
Il7r,Ralb,Loxl4,Mansc1,Lingo1,,,Qrsl1,Spdl1,Sgpl1
Ildr2,Ralbp1,Lpar1,Map10,Lingo2,,,Rab11fip1,Specc1,Sgpp2
Ilf2,Ralgapa2,Lpar2,Map1b,Lingo3,,,Rab11fip4,Specc1l,Sgsm1
Ilk,Ralgds,Lpar4,Map1lc3b,Lipa,,,Rab11fip5,Spin1,Sh2b2
Ilvbl,Ralgps2,Lpar5,Map1s,Lipg,,,Rab14,Spink4,Sh2d4a
Impa2,Ran,Lpar6,Map2,Litaf,,,Rab22a,Spock1,Sh3bp4
Impdh1,Ranbp1,Lpcat1,Map2k1,Llph,,,Rab24,Spock2,Sh3d19
Impdh2,Ranbp2,Lpcat2,Map2k3,Lman1,,,Rab27b,Spock3,Sh3gl2
Inadl,Ranbp3,Lpcat4,Map2k4,Lman2l,,,Rab30,Spon1,Sh3kbp1
Incenp,Rap1a,Lpgat1,Map2k5,Lmbrd1,,,Rab31,Spop,Sh3pxd2a
Inf2,Rap1gds1,Lpin2,Map2k6,Lmcd1,,,Rab32,Spopl,Sh3rf1
Ing2,Rap2b,Lpl,Map3k1,Lmnb1,,,Rab34,Spp1,Sh3rf2
Ing3,Rapgef2,Lpp,Map3k12,Lmnb2,,,Rab38,Sppl3,Shank2
Inhba,Rapgef6,Lpxn,Map3k13,Lmo1,,,Rab3c,Spred1,Shisa3
Inhbb,Rapgefl1,Lrig1,Map3k2,Lmo4,,,Rab3gap1,Sprr1a,Shox2
Inpp4a,Raph1,Lrig3,Map3k3,Lmo7,,,Rab3gap2,Spry1,Shq1
Inpp5a,Rara,Lrp1,Map3k5,Lmtk3,,,Rab40c,Spry2,Shroom2
Inpp5e,Rasa1,Lrp10,Map3k7,Lonp1,,,Rab6b,Spsb1,Sik1
Inppl1,Rasa3,Lrp11,Map3k8,Lonp2,,,Rab7,Sptbn1,Sipa1
Insig2,Rasal2,Lrp12,Map4,Loxl1,,,Rab8b,Sptlc2,Sipa1l2
Insm1,Rasd2,Lrp2,Map4k1,Loxl4,,,Rac2,Sqle,Sipa1l3
Insr,Rasef,Lrp3,Map4k3,Lpar1,,,Rad1,Sqrdl,Skap2
Ints10,Rassf1,Lrp4,Map4k4,Lpar2,,,Rad51b,Srbd1,Skil
Ints4,Raver1,Lrp6,Map6,Lpar4,,,Rad51d,Src,Sla
Ints7,Rbbp4,Lrp8,Map6d1,Lpar5,,,Rad54l,Srcin1,Sla2
Ints9,Rbbp5,Lrpap1,Map7,Lpcat1,,,Raf1,Srd5a3,Slain1
Ipmk,Rbbp7,Lrpprc,Map7d1,Lpcat4,,,Rai14,Srgap1,Slamf9
Ipo11,Rbbp8,Lrrc16a,Mapk1ip1,Lpgat1,,,Ralgapa2,Srgap3,Slc12a3
Ipo13,Rbfox2,Lrrc16b,Mapk6,Lpin2,,,Ralgapb,Srpx,Slc14a1
Ipo8,Rbm12b1,Lrrc17,Mapk7,Lpl,,,Ralgps1,Ssbp2,Slc15a4
Ippk,Rbm12b2,Lrrc28,Mapkapk2,Lpp,,,Ralgps2,Ssfa2,Slc16a1
Iqgap1,Rbm17,Lrrc32,Mapkapk3,Lpxn,,,Ranbp10,Ssh2,Slc16a10
Iqgap2,Rbm25,Lrrc4,Mapkapk5,Lrch1,,,Ranbp17,Sspn,Slc16a6
Iqgap3,Rbm26,Lrrc40,Mapkbp1,Lrig1,,,Rap1b,Ssr1,Slc16a7
Iqsec1,Rbm28,Lrrc42,Mapre1,Lrig3,,,Rap2a,Ssr3,Slc19a1
Irak1,Rbm3,Lrrc4c,Mar-01,Lrp1,,,Rap2b,Sssca1,Slc19a2
Irak1bp1,Rbm33,Lrrc58,Mar-03,Lrp10,,,Rapgef2,St14,Slc19a3
Irak2,Rbm34,Lrrc7,Marcks,Lrp11,,,Rapgef4,St3gal4,Slc1a1
Irak3,Rbm39,Lrrc73,Marcksl1,Lrp12,,,Rapgef5,St3gal5,Slc1a2
Irak4,Rbm45,Lrrc8a,Mars,Lrp2,,,Raph1,St6galnac3,Slc1a4
Irf1,Rbm48,Lrrc8b,Mars2,Lrp6,,,Rarb,St7,Slc22a15
Irf2,Rbm6,Lrrc8c,Marveld1,Lrp8,,,Rasa1,St8sia1,Slc22a21
Irf2bp2,Rbms2,Lrrfip1,Mast4,Lrpap1,,,Rasa3,St8sia2,Slc22a4
Irf2bpl,Rbpj,Lrrfip2,Mb,Lrrc16a,,,Rasef,Stac,Slc24a3
Irf4,Rbpms,Lrrn1,Mb21d1,Lrrc16b,,,Rasgef1b,Stag3,Slc24a5
Irf5,Rbpms2,Lrrn3,Mbnl1,Lrrc17,,,Rasgef1c,Stap1,Slc25a12
Irf8,Rcan3,Lrrn4,Mbnl2,Lrrc2,,,Rasgrf2,Stard10,Slc25a13
Irf9,Rcbtb2,Lrrtm1,Mboat1,Lrrc20,,,Rasgrp3,Stard13,Slc25a17
Irgm1,Rccd1,Lrrtm3,Mbp,Lrrc27,,,Rasl10a,Stard3nl,Slc25a24
Irgq,Rce1,Lsm11,Mbtd1,Lrrc28,,,Rasl11b,Stard4,Slc25a26
Irs1,Rcn1,Lsm14a,Mbtps2,Lrrc3,,,Rassf2,Stard7,Slc25a3
Irx1,Rcn2,Lsm2,Mcat,Lrrc32,,,Rassf5,Stat3,Slc25a33
Isg20l2,Rcor1,Lsm3,Mcc,Lrrc3b,,,Rassf6,Stau1,Slc25a4
Ism1,Rcor2,Lsm4,Mccc2,Lrrc4,,,Raver2,Stbd1,Slc25a51
Isoc2a,Rdh10,Lss,Mcee,Lrrc40,,,Rb1cc1,Stc2,Slc27a6
Isyna1,Rdh14,Lta4h,Mcfd2,Lrrc41,,,Rbbp7,Stim2,Slc28a3
Itch,Rdx,Ltb4r2,Mcl1,Lrrc42,,,Rbbp8,Stk10,Slc2a13
Itga2b,Recql,Ltbp1,Mcm3ap,Lrrc4c,,,Rbfox2,Stk17b,Slc2a9
Itga3,Reep3,Ltbp2,Mcm6,Lrrc58,,,Rbm18,Stk24,Slc30a7
Itga4,Reep5,Ltbr,Mcoln1,Lrrc7,,,Rbm20,Stk36,Slc31a2
Itga5,Reep6,Ltc4s,Mcph1,Lrrc73,,,Rbm5,Stmn2,Slc35a5
Itga6,Rel,Lurap1l,Mctp1,Lrrc8a,,,Rbms1,Strn,Slc35d1
